company_name,country,registration_number,industry,description,website,facility_count,source,extracted_at
Morocco Industrial Group 135 Ltd,Morocco,MO-472888,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company135.com,11,OpenSupplyHub (synthetic),2025-12-24T11:58:00.762597
Morocco Industrial Group 136 Company,Morocco,MO-620191,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company136.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:00.762597
Morocco Industrial Group 137 Company,Morocco,MO-805905,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company137.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:00.762597
Morocco Industrial Group 138 Ltd,Morocco,MO-449661,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company138.com,9,OpenSupplyHub (synthetic),2025-12-24T11:58:00.762597
Morocco Industrial Group 139 SA,Morocco,MO-133593,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company139.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:00.762597
Morocco Industrial Group 140 Company,Morocco,MO-786192,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company140.com,11,OpenSupplyHub (synthetic),2025-12-24T11:58:00.762597
Morocco Industrial Group 141 Company,Morocco,MO-659282,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company141.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:00.762597
Morocco Industrial Group 142 SA,Morocco,MO-995727,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company142.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:00.762597
Morocco Industrial Group 143 Company,Morocco,MO-439106,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company143.com,10,OpenSupplyHub (synthetic),2025-12-24T11:58:00.762597
Morocco Industrial Group 144 LDA,Morocco,MO-649924,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company144.com,2,OpenSupplyHub (synthetic),2025-12-24T11:58:00.762597
Morocco Industrial Group 145 SPA,Morocco,MO-632828,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company145.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:00.762597
Morocco Industrial Group 146 LDA,Morocco,MO-673224,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company146.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:00.762597
Morocco Industrial Group 147 Company,Morocco,MO-818639,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company147.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:00.762597
Morocco Industrial Group 148 SA,Morocco,MO-229456,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company148.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:00.762597
Morocco Industrial Group 149 LDA,Morocco,MO-471497,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company149.com,7,OpenSupplyHub (synthetic),2025-12-24T11:58:00.762597
Morocco Industrial Group 150 SA,Morocco,MO-698927,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company150.com,9,OpenSupplyHub (synthetic),2025-12-24T11:58:00.762597
Morocco Industrial Group 151 SARL,Morocco,MO-606638,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company151.com,7,OpenSupplyHub (synthetic),2025-12-24T11:58:00.762597
Morocco Industrial Group 152 SPA,Morocco,MO-739700,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company152.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:00.762597
Morocco Industrial Group 153 SARL,Morocco,MO-799091,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company153.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:00.762597
Morocco Industrial Group 154 SARL,Morocco,MO-629270,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company154.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:00.762597
Morocco Industrial Group 155 Ltd,Morocco,MO-204428,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company155.com,7,OpenSupplyHub (synthetic),2025-12-24T11:58:00.762597
Morocco Industrial Group 156 SPA,Morocco,MO-309741,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company156.com,10,OpenSupplyHub (synthetic),2025-12-24T11:58:00.762597
Morocco Industrial Group 157 LDA,Morocco,MO-253841,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company157.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:00.762597
Morocco Industrial Group 158 LDA,Morocco,MO-417216,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company158.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:00.762597
Morocco Industrial Group 159 SPA,Morocco,MO-275760,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company159.com,9,OpenSupplyHub (synthetic),2025-12-24T11:58:00.762597
Morocco Industrial Group 160 Company,Morocco,MO-774731,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company160.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:00.762597
Morocco Industrial Group 161 SPA,Morocco,MO-598731,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company161.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:00.763573
Morocco Industrial Group 162 Ltd,Morocco,MO-957613,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company162.com,7,OpenSupplyHub (synthetic),2025-12-24T11:58:00.763573
Morocco Industrial Group 163 SA,Morocco,MO-638860,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company163.com,10,OpenSupplyHub (synthetic),2025-12-24T11:58:00.763573
Morocco Industrial Group 164 SARL,Morocco,MO-594702,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company164.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:00.763573
Morocco Industrial Group 165 SPA,Morocco,MO-801512,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company165.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:00.763573
Morocco Industrial Group 166 LDA,Morocco,MO-552420,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company166.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:00.763573
Morocco Industrial Group 167 Company,Morocco,MO-691304,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company167.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:00.763573
Morocco Industrial Group 168 Ltd,Morocco,MO-626604,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company168.com,11,OpenSupplyHub (synthetic),2025-12-24T11:58:00.763573
Morocco Industrial Group 169 SARL,Morocco,MO-943812,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company169.com,10,OpenSupplyHub (synthetic),2025-12-24T11:58:00.763573
Morocco Industrial Group 170 Ltd,Morocco,MO-589135,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company170.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:00.763573
Morocco Industrial Group 171 Ltd,Morocco,MO-769094,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company171.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:00.763573
Morocco Industrial Group 172 Company,Morocco,MO-300704,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company172.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:00.763573
Morocco Industrial Group 173 SPA,Morocco,MO-758654,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company173.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:00.763573
Morocco Industrial Group 174 SARL,Morocco,MO-301600,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company174.com,2,OpenSupplyHub (synthetic),2025-12-24T11:58:00.763573
Morocco Industrial Group 175 SARL,Morocco,MO-419749,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company175.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:00.763573
Morocco Industrial Group 176 Company,Morocco,MO-691958,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company176.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:00.763573
Morocco Industrial Group 177 Company,Morocco,MO-435080,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company177.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:00.763573
Morocco Industrial Group 178 SA,Morocco,MO-585948,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company178.com,7,OpenSupplyHub (synthetic),2025-12-24T11:58:00.763573
Morocco Industrial Group 179 Ltd,Morocco,MO-113488,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company179.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:00.763573
Morocco Industrial Group 180 Ltd,Morocco,MO-517153,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company180.com,11,OpenSupplyHub (synthetic),2025-12-24T11:58:00.763573
